,osm_id,building_name,date,lat,lng
262,713585200,Cheong Wang Mansion,17/10/2022,114.1666454,22.3197661
263,261874499,Rambler Garden Hotel,17/10/2022,114.1105508,22.3433024
264,233635971,Kwai Fung House,17/10/2022,114.1319851,22.3652875
265,389209517,Ming Yin Building,16/10/2022,114.1350214,22.3673186
266,694205512,Tak Cheong Building,16/10/2022,114.169019,22.3087223
267,390353346,Mai Kwai Mansion,16/10/2022,114.1322075,22.367715
268,389685889,Kwai Loong Building,16/10/2022,114.1375224,22.3656316
269,367460269,Silka Tsuen Wan Hotel,15/10/2022,114.1386159,22.3691081
270,206061174,Kwai Fook Building,14/10/2022,114.1266016,22.3596387
271,206061597,Kwai Fung Building,14/10/2022,114.1273418,22.3589565
272,206061166,Yuet Loong Building,13/10/2022,114.1264716,22.3595083
273,206061169,Cheong Hung Mansion,13/10/2022,114.1266659,22.359852
274,206058392,Yuet Bor Building,13/10/2022,114.1269683,22.3601289
275,206062301,Win Fong Heights,13/10/2022,114.1279531,22.3595444
276,205711887,Ching Nga Court,13/10/2022,114.1045272,22.3625789
277,228411068,Ho King Building,19/10/2022,114.0236542,22.4463596
278,252967179,Bo Fung Building,19/10/2022,114.2221977,22.314818
279,457625713,Yuet Yiu Building,19/10/2022,114.2251074,22.3157724
280,543681873,Hoi King Mansion,19/10/2022,114.2266299,22.3130087
281,299215771,Nina Hotel Kowloon East,18/10/2022,114.2187473,22.314297
282,700135109,Yee On Building,17/10/2022,114.1534372,22.243473
283,494443449,Hong Ning Building,17/10/2022,114.2237867,22.3150699
284,121512626,Hong Ying Court,17/10/2022,114.2382515,22.3080923
285,457633791,Yee Cheong Building,17/10/2022,114.2252551,22.3163849
286,747011639,Man Fuk Building,17/10/2022,114.1664848,22.3231813
287,137331480,Fu Shing House,17/10/2022,114.1885103,22.3723206
288,742102562,Hung Fat Building,17/10/2022,114.1738258,22.2733373
289,543132595,Fu On Building,16/10/2022,114.2156294,22.3173747
290,684535210,Wing Ming Building,16/10/2022,114.2155276,22.3184996
291,234158666,Hip Wo House,15/10/2022,114.1968031,22.3885195
292,112706366,Wai King Building,14/10/2022,114.2164179,22.3234755
293,684429009,Ting On Building,14/10/2022,114.2162741,22.3170776
294,312926456,Hiu Kwong Court,14/10/2022,114.2306795,22.3179165
295,448850195,Lok Cheong Building,14/10/2022,114.2238915,22.3153759
296,457582621,Wing Tai Mansion,14/10/2022,114.2277851,22.3134913
297,252967214,Lai Yue Building,14/10/2022,114.2218635,22.3146132
298,684429022,Lap Hing Building,13/10/2022,114.2167612,22.316808
299,255289131,On Shing Court,19/10/2022,114.1350636,22.5024334
300,766430630,Fu Ho Mansion,19/10/2022,114.1438669,22.4994139
301,372543673,Fortune House,18/10/2022,114.1362936,22.4920469
302,766430644,Po Cheong Building,17/10/2022,114.142472,22.4992412
303,450190725,Po Wing Building,17/10/2022,114.1576233,22.329637
304,370400332,Sun Ling Plaza,15/10/2022,114.1469329,22.4988531
305,231329524,Shing Fat Building,14/10/2022,114.0308494,22.4456318
306,373208737,Parkford Garden,13/10/2022,114.1353654,22.4923127
307,127286722,Hin Ming Court,19/10/2022,114.2686198,22.3157158
308,406911290,Siu Yat Building,15/10/2022,114.2733335,22.3810372
309,444076329,Ample Building,19/10/2022,114.1699191,22.3311995
310,1028434023,Pei Ho Building,19/10/2022,114.163494,22.3305298
311,757767636,Nam Lo Mansion,19/10/2022,114.157129,22.3374364
312,781684615,Parkone,19/10/2022,114.160375,22.3264591
313,494453293,Yau Luen Apartments,19/10/2022,114.1668047,22.3288448
314,521898332,Ka To Building,19/10/2022,114.1657316,22.3301274
315,790726088,Cheong Wah Building,19/10/2022,114.1433351,22.4991743
316,450184800,Wing Ning Building,19/10/2022,114.1563688,22.3390601
317,746340697,Win Fair Mansion,19/10/2022,114.1652066,22.3253769
318,1028367454,Fuk On Building,19/10/2022,114.1635354,22.3309656
319,450184470,Scenic Court,19/10/2022,114.1558834,22.339438
320,1028643854,Tse Wan Mansion,19/10/2022,114.1648217,22.3294983
321,450027708,TST Tower,19/10/2022,114.1559453,22.3383515
322,770851555,Hing Yip Apartments,19/10/2022,114.1621337,22.3340614
323,450180914,Greenrich Mansion,19/10/2022,114.1611014,22.3348601
324,450185059,Beacon Lodge,19/10/2022,114.1553713,22.3401403
325,256670614,Kam Yee House,19/10/2022,114.2351684,22.4209418
326,391317235,Kam Fai Building,19/10/2022,114.1641421,22.4493247
327,815631044,Cheung On Building,19/10/2022,114.1618052,22.3297844
328,450184894,The Sorentino,19/10/2022,114.1553239,22.3398701
329,770830218,Un On Building,18/10/2022,114.1606567,22.3347058
330,1089876447,Yau Loy Building,18/10/2022,114.1660205,22.3267613
331,742102531,Tai Tak Building,18/10/2022,114.1739546,22.2736122
332,515197506,On Fai Building,18/10/2022,114.0244781,22.4427717
333,709831880,Furama Building,18/10/2022,114.1630292,22.3331478
334,703349561,Kweilin Mansion,18/10/2022,114.1595838,22.3283671
335,684535210,Wing Ming Building,18/10/2022,114.2155276,22.3184996
336,781684616,Hai Tan Mansion,18/10/2022,114.1603936,22.3267317
337,450184469,Hing Wah Apartments,18/10/2022,114.1555404,22.3393194
338,753519779,Yiu Fai Mansion,18/10/2022,114.1529204,22.3403044
339,494288711,Man On Building,18/10/2022,114.1659867,22.3263187
340,775678468,South Ocean Building,17/10/2022,114.160473,22.3323316
341,753291625,The Amused,17/10/2022,114.1534786,22.339509
342,694530913,Fu Cheong Building,17/10/2022,114.1701082,22.3110542
343,507897768,Cheung Hong Building,17/10/2022,114.023457,22.4427956
344,450181044,Hing Lung Building,17/10/2022,114.1586649,22.3367461
345,694056703,Wai Yip Building,16/10/2022,114.167845,22.30773
