,osm_id,building_name,date
645,457398855,B.P. International,18/10/2022
646,450601350,Chung Mei Building,17/10/2022
647,746152016,Kenwood Mansion,17/10/2022
648,692964652,Stanford Hillview Hotel,17/10/2022
649,695023060,Jolly Garden,17/10/2022
650,746151963,Tung Fat House,17/10/2022
651,488375716,Carnival Mansion,17/10/2022
652,692937812,Dolford Mansion,17/10/2022
653,121265571,Tai On House,17/10/2022
654,746293625,Tai Wah House,17/10/2022
655,694722912,Tak Yue Mansion,17/10/2022
656,694775344,Tak Hay Building,17/10/2022
657,589993223,Man Tak Building,17/10/2022
658,457395709,Man Wai Building,17/10/2022
659,694520751,Tung Po Court,17/10/2022
660,494459443,Cosmopolitan Centre,17/10/2022
661,571014898,Tung Fat Building,17/10/2022
662,494297967,Wing Kwong Building,17/10/2022
663,692719636,Wai Hang Building,17/10/2022
664,693050555,Park Hotel,17/10/2022
665,184765711,Bridal Tea House Hotel,17/10/2022
666,693480856,Tsim Sha Tsui Mansion,17/10/2022
667,316843231,King Tong Heights,17/10/2022
668,691449751,Comfort Court,17/10/2022
669,451599247,Chung Yew Building,16/10/2022
670,694056703,Wai Yip Building,16/10/2022
671,692937803,Kiu Fung Mansion,16/10/2022
672,710583147,Bijou Court,16/10/2022
673,738820327,Ka Po House,16/10/2022
674,746152034,Fulland Court,16/10/2022
675,695610687,Po Hang Building,16/10/2022
676,692796098,Quality Tower,16/10/2022
677,388822125,Bute Wah Mansion,16/10/2022
678,442607006,Hang Wan House,16/10/2022
679,457625714,Wing Fai Building,16/10/2022
680,715087994,Tai On Court,16/10/2022
681,695608062,Season Mansion,16/10/2022
682,265235844,Yuen Fat Building,16/10/2022
683,233032254,Boundary Building,16/10/2022
684,692796108,Cheung King Mansion,16/10/2022
685,692810731,National Court,16/10/2022
686,693050542,Wah Fai Mansion,16/10/2022
687,693050540,Lising Court,16/10/2022
688,488375679,Golden House,16/10/2022
689,391317235,Kam Fai Building,16/10/2022
690,225777479,Lucky House,16/10/2022
691,738820330,Lai Ming Building,16/10/2022
692,451716269,Mayfair Mansion,16/10/2022
693,453008554,Wai Fat Building,15/10/2022
694,228011332,On Hong Building,15/10/2022
695,494513748,Richview Mansion,15/10/2022
696,695857077,Fu Wah Building,15/10/2022
697,692810666,Pollock Building,15/10/2022
698,694775350,Hang Yue Court,15/10/2022
699,451881301,Hang Tung Building,15/10/2022
700,692733070,The Tun Shing Mansion,15/10/2022
701,746369196,Cheong Moon Building,15/10/2022
702,492807121,Winner Mansion,15/10/2022
703,692798457,Windsor Mansion,15/10/2022
704,507935421,Fuk Hing Building,15/10/2022
705,355117458,Fa Yuen Mansion,15/10/2022
706,695841962,Mongkok Building,15/10/2022
707,695857050,Wah Sun Building,15/10/2022
708,488375680,Grandview Mansion,15/10/2022
709,692964658,Holly Mansion,15/10/2022
710,184765714,Harbour Plaza Metropolis,15/10/2022
711,746325661,Kam Lai Court,15/10/2022
712,356689229,Brilliant Court,15/10/2022
713,493956662,Siu Hing Building,15/10/2022
714,694337100,"Eaton, Hong Kong",15/10/2022
715,692806449,Highview,15/10/2022
716,692964684,The Empire Hotel Kowloon,14/10/2022
717,692719637,Garden Building,14/10/2022
718,746198195,Lee Luen Mansion,14/10/2022
719,695030769,Hamilton Building,14/10/2022
720,746325642,Tong Mei House,14/10/2022
721,403223209,Harilela Mansion,14/10/2022
722,692810719,Ka Shun House,14/10/2022
723,692798462,Observatory Mansion,14/10/2022
724,302152813,Po Fat Building,14/10/2022
725,659362684,Po Wah Building,14/10/2022
726,254652609,Imperial Hotel,14/10/2022
727,694539983,Nathan Road Court,14/10/2022
728,777658330,Chee On Building,14/10/2022
729,695608084,Tung On Court,14/10/2022
730,746293672,Yiu Ming Building,14/10/2022
731,757606068,Tat Ming Building,14/10/2022
732,694535655,Arts Mansion,14/10/2022
733,694051626,Kay Pont Building,14/10/2022
734,451599249,Chung Yuen Building,13/10/2022
735,694337060,Kim Tak Building,13/10/2022
736,692733054,Heep Cheung Building,13/10/2022
737,694337081,Excelsior Building,13/10/2022
738,451715266,Park Ivy,13/10/2022
739,302152815,Po On Building,13/10/2022
740,692605010,Po Lok Mansion,13/10/2022
741,692605016,Parkes Mansion,13/10/2022
742,694667603,Tougha Mansion,13/10/2022
743,694205513,Dickson Building,13/10/2022
744,692810727,Prudential Centre,13/10/2022
745,777658281,Sun Hon House,13/10/2022
746,659362713,Tung Hing Building,13/10/2022
747,451724916,Bedford 28,13/10/2022
748,746325641,Winki House,13/10/2022
749,316843189,Greenfield Garden,13/10/2022
750,694502362,Chak Fung House,13/10/2022
751,746152029,Jenny's Court,13/10/2022
752,783681420,Pak Cheung Building,13/10/2022
753,777658355,Fuk Ming Building,13/10/2022
754,494702551,Folkland Mansion,13/10/2022
755,692957168,Creative Mansion,13/10/2022
756,921606533,Man Lee Building,13/10/2022
757,201152957,Tin Lai Court,19/10/2022
758,228413392,Ho Shun Fuk Building,19/10/2022
759,699186181,Wang Fung Building,19/10/2022
760,189408608,Fu King Building,19/10/2022
761,559069564,Kin On Building,19/10/2022
762,501316920,Kin Fai Building,19/10/2022
763,228011330,Yee Hong Building,19/10/2022
764,453015450,Cheong Wai Building,19/10/2022
765,231329528,Tung Fai Court,19/10/2022
766,231052160,Wing Hing Building,19/10/2022
767,231052160,Wing Hing Building,19/10/2022
768,496314769,Kam Long Building,19/10/2022
769,178468782,Kam Fung Building,19/10/2022
770,441737524,Fortune Centre,19/10/2022
771,515862198,Kan Yip Building,18/10/2022
772,302152666,Kar Shing Building,18/10/2022
773,448227041,Tak Cheung Building,18/10/2022
774,302152525,Hang Fat Mansion,18/10/2022
775,496319199,Yick Lee Mansion,18/10/2022
776,207402927,Kui Fat Building,18/10/2022
777,207402920,Full Yau Court,16/10/2022
778,674009627,Po Yick Building,16/10/2022
779,440954537,Hang Fu Building,16/10/2022
780,228136642,Wing Fat House,16/10/2022
781,737017571,Yuk Sing Building,16/10/2022
782,515193765,Kingston Court,15/10/2022
783,496314132,Hoi Shuen Building,15/10/2022
784,231052157,Lee Kwan Building,15/10/2022
785,411044772,Wang Fu Court,15/10/2022
786,232602469,Lin Fat Building,15/10/2022
787,566500515,Man Yu Building,15/10/2022
788,197982282,Lok Fu Building,15/10/2022
789,496315281,Mau Tan Mansion,15/10/2022
790,207402930,Opulence Height,15/10/2022
791,584193808,Shun Fat House,15/10/2022
792,442442901,Shun Fung Building,15/10/2022
793,302152815,Po On Building,14/10/2022
794,453008554,Wai Fat Building,14/10/2022
795,507897770,Ho Choi Building,14/10/2022
796,222761434,On Ning Building,14/10/2022
797,481617288,Fu Hing Building,14/10/2022
798,302152489,Chit Wing Building,14/10/2022
799,691060091,Hing Fat House,14/10/2022
800,302152528,Hing Fat Building,14/10/2022
801,231329529,Winland Building,14/10/2022
802,507933039,King Wah Court,13/10/2022
803,502107906,Tai Hang Building,13/10/2022
804,453529668,Po Shing Building,13/10/2022
805,564031154,Orion Court,13/10/2022
806,232602471,Wing Fu Mansion,13/10/2022
807,207402929,Mariana Building,13/10/2022
808,232602476,Yuk Lung Mansion,13/10/2022
809,302152795,Pak Yee Building,13/10/2022
810,507901841,Wah Cheung Mansion,13/10/2022
